Name of Product,Description,Image Link,Price,Rating,Name of Store
OPPO A31 6/128 GARANSI 1 TAHUN - NEW,"WELCOME TO GLORIAPONSEL ✨💜
BIASAKAN MEMBACA DESKRIPSI SEBELUM MEMBELI , ORDER = SETUJU ❗❗

• SEMUA PRODUK YANG ADA DI ETALASE READY , BARU DAN SEGEL
• GARANSI BISA 1 TAHUN ++
• JIKA ADA KENDALA MASALAH APAPUN ATAU INGIN MELAKUKAN RETUR BISA CHAT DAHULU SEBELUM MEMBERIKAN ULASAN NEGATIF AKAN DI RESPON DENGAN BAIK
• ADA KEKURANGAN BISA MINTA SAMA ADMIN DENGAN BAIK PASTI DIKASIH ^^
• REVIEW NEGATIF ATAU BINTANG DI BAWAH 5 ( GARANSI HANGUS TANPA PENGECUALIAN )
• DIBONGKAR ATAU DI SERVICE TEMPAT LAIN ( GARANSI HANGUS TANPA PENGECUALIAN )
• HANYA MENERIMA RETUR ( BUKAN REFUND DANA )
• REFUND HANYA AKAN KAMI SETUJUI JIKA ADA MASALAH TERTENTU DENGAN PERSETUJUAN KEDUA BELAH PIHAK

KELENGKAPAN :
• HANDPHONE - DUS HANDPHONE - CHARGER - HEADSET
• FREE ANTI GORES & JELLY CASE ( RANDOM ! TIDAK SEMUA CUSTOMER DAPET )
• TIDAK ADA KARTU GARANSI ( KARNA GARANSI DISTRIBUTOR )

SPESIFIKASI OPPO A31 6/128GB :
• JARINGAN SELULER : GSM / CDMA / HSPA / EVDO / LTE
• SIM CARD : 2 ( NANO )
• DIMENSI : 163.9 x 75.5 x 8.3 MM
• BERAT : 180G
• JENIS LAYAR : IPS LCD CAPACITIVE TOUCHSCREEN
• UKURAN : 6.5 INCH
• RESOLUSI : 720 x 1600 PIXELS , 20:9 RATIO ( 269 PPI DENSITY )
• PROTEKSI : CORNING GORILLA GLASS 3
• CHIPSET : MEDIATEK MT6765V/CB HELIO P35 (12NM)
• CPU : OCTA CORE ( 4 X 2.3 GHZ CORTEX - A53 & 4 X 1.8 GHZ )
• GPU : POWERVR GE8320
• MEMORI : 6 / 128GB
• KAMERA UTAMA : 13 MP ( F/1.8 WIDE , PDAF 2MP , F/2.4 , 27MM , 1/5.0 , 2 MP , F/2.4 , 1/5.0 )
• KAMERA SELFIE : 8 MP (FITUR F/2.0 )
• VIDEO : 1080P@30FPS
• BATRE : NON REMOVABLE ( LI-PO 4230 MAH )
• FINGERPRINT

GARANSI TIDAK BERLAKU APABILA :
• BARANG SUDAH DI BONGKAR ( TIDAK BERSEGEL )
• SUDAH PERNAH DI SERVICE DI TEMPAT LAIN
• HUMAN ERROR ( JATUH , TERBAKAR ATAU KENA AIR )
• REVIEW NEGATIF ATAU BINTANG DI BAWAH 5 ( GARANSI HANGUS )

WELCOME RESELLER & DROPSHIPPER ✨💜

#OPPO #OPPOA31 #OPPOA31JAKARTA #A31 #OPPOA31BARU #HANDPHONE #HANDPHONEOPPO #HPOPPO",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/4/14/bebc4019-a730-42f5-a730-915bfdb5d1a9.jpg.webp?ect=4g,Rp688.000,,Gloriaponsel
Oppo A37 RAM 2/16 Garansi Distributor 1 Tahun - Black & Gold,"Oppo A37 RAM 2/16 Garansi Toko

Ready : Gold , Hitam, Rose Gold
Kelengkapan : Hp, charger, softcase, anti gores & manual book, BOX
NO HEADSET/HANDSFREE

MOHON KLIK DI MASING2 VARIAN WARNA, KAMI HANYA AKAN MENGIRIMKAN PRODUK SESUAI PILIHAN CHART VARIAN WARNA. BUKAN BERDASARKAN CHAT ATAUPUN KETERANGAN DI CATATAN. TERIMA KASIH

Spesifikasi :
-Jaringan : 2G/3G/4G/LTE
-SIM : Dual SIM (Nano-SIM, dual stand-by)
-Display : 5.0 inches 720 x 1280 pixels
-RAM : 2GB
-Memory Internal : 16GB
-Memory External : microSD, up to 256 GB (dedicated slot)
-Kamera Depan : 5MP
-Kamera Belakang : 8MP
-OS : Android OS, v5.1 (Lollipop)
-Chipset : Qualcomm MSM8916 Snapdragon 410
-CPU : Quad-core 1.2 GHz Cortex-A53
-GPU : Adreno 306
-Fingerprint : No
-Battery : Non-removable Li-Ion 2630 mAh battery

BACALAH CATATAN TOKO SEBELUM MEMBELI/ORDER, MEMBELI = SETUJU ATAS KETENTUAN TOKO KAMI. TERIMA KASIH

",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/15/8b658798-bfbd-4281-b119-4e2a60b98170.jpg.webp?ect=4g,Rp379.000,,tami_cell
Infinix Note 12 8/128GB + 8/256GB Garansi Resmi,"Baru dan segel ~
Garansi Resmi ~
IMEI Terdaftar ~



NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2022, May 16
Status Available. Released 2022, May 16
BODY Dimensions 164.6 x 76.8 x 8 mm (6.48 x 3.02 x 0.31 in)
Weight 185 g (6.53 oz)
Build Glass front, plastic frame, plastic back
SIM Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type AMOLED
Size 6.7 inches, 108.4 cm2 (~85.7% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~393 ppi density)
PLATFORM OS Android 12, XOS 10.6
Chipset Mediatek MT6781 Helio G96 (12 nm)
CPU Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)
GPU Mali-G57 MC2
MEMORY Card slot microSDXC (dedicated slot)
Internal 128GB 8GB RAM, 256GB 8GB RAM
MAIN CAMERA Triple 50 MP, f/1.6, (wide), 1/2.8"", 0.64µm, PDAF
2 MP, f/2.4, (depth)
QVGA
Features Quad-LED flash, HDR, panorama
Video 1440p@30fps
SELFIE CAMERA Single 16 MP
Video 1080p@30fps
SOUND Loudspeaker Yes, with dual speakers
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth Yes
GPS Yes, with A-GPS
NFC No
Radio FM radio
USB USB Type-C 2.0, USB On-The-Go
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, proximity, compass
BATTERY Type Li-Po 5000 mAh, non-removable
Charging Fast Charging 33W",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/10/3/19fc68e6-720e-4f49-8e65-a374a2fbbf21.jpg.webp?ect=4g,Rp1.665.000,5,duniagadgetku
Xiaomi Redmi Note 12,"Layar
DotDisplay AMOLED 6,67"" FHD+
Refresh rate: 120 Hz
Touch sampling rate: Hingga 240 Hz
Resolusi: 2.400 x 1.080
Mode baca
Sunlight display

Kamera belakang
Kamera utama 50 MP
Kamera ultra-wide 8 MP
Kamera makro 2 MP

Kamera depan
Kamera depan 13 MP

Chipset
Snapdragon 685
CPU: CPU octa-core, hingga 2,8 GHz
GPU: Adreno 610

Memori
4/128GB - 6/128GB - 8/128GB

Baterai
5.000 mAh (umum)
Pengisian daya cepat 33 W 
USB C

Sensor sidik jari samping
AI Face Unlock

Konektivitas
Dua SIM + microSD

Tahan Air & Debu
IP53

Support NFC 

Sensor
Sensor jarak | Sensor cahaya sekitar | Akselerometer | Kompas elektrik | IR Blaster | Giroskop

Audio
Jack headphone 3,5 mm

MIUI 14 berbasis Android 13",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/4/1/fb1ae5a6-f2b7-4866-8a49-06607afda3a6.jpg.webp?ect=4g,Rp2.136.000,5,jikalaku
iPhone 11 | Pro | Pro Max 64gb 128gb 256gb 512gb Bekas Fullset Second,"Jaringan Bisa All Operator Indonesia

free premium tempered glass n case
Warna Bisa Tulis Note / Chat Admin

Varian :
- new ibox = garansi ibox 1 thn new segel
- ibox = EX garansi ibox / digimap (imei resmi terdaftar kemenperin),
- 64GB, 128GB, 256GB, 512GB = EX garansi inter NORMAL (imei terdaftar di bea cukai / kemenperin),
- tdk trdftr= EX garansi inter (imei tdk terdaftar).
- 11 Dot Kamera = EX garansi inter iP 11 Titik Ungu di Kamera (imei terdaftar di bea cukai)
- 11 PM Pixel = EX garansi inter iP 11 Pro Max Pixel (imei terdaftar di bea cukai)
- 11 PM Face ID = EX garansi inter iP 11 Pro Max No FACE ID (imei terdaftar di bea cukai)

khusus ulasan bintang 5 :
- garansi personal 7 hari
- garansi imei varian 64GB, 128GB, 256GB, 512GB DUAL= GARANSI imei lifetime seumur hidup (hanya dsini yg berani jamin imei permanen)
- garansi imei varian tdk terdaftar = GARANSI imei 1 BULAN (uda pasti terblokir garansi pendek sesuai pasaran)

BEST PRICE-SERVICE-QUALITY
kondisi seken (bekas) ex garansi inter
fullset aksesoris oem (charger , kabel data, headset , box ,manual)
icloud aman
garansi personal 3 hari
tidak menerima komplain fisik lecet ya
BH 90% ++

garansi void bila segel baut rusak / hilang / dilepas. tdk terima komplain apapun (baru sampai lgsng rusak jg ga diterima kalo segel baut uda lepas)

ulasan bintang 1-4 segala pelayanan tambahan tidak berlaku

no cancel alasan apapun",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/10/13/283e1503-4f2c-4c2d-85f5-024742f75e86.jpg.webp?ect=4g,Rp6.500.000,,Big Berry Cellular
Samsung Galaxy A04e 3/32GB,"""Awesome offers!*
Periode: Oktober 2023

- Free Youtube Premium 2 bulan (118K)

*Syarat & ketentuan berlaku. Klaim melalui aplikasi Samsung Gift Indonesia.""

Spesifikasi:

- Processor : MediaTek Helio P35
- Size : 6.5""
- Technology : HD+ PLS HD
- Resolution : HD+
- Rear Camera Resolution : 13 MP + 2 MP
- Main Camera Auto Focus : Yes
- Rear Camera - OIS : No
- Rear Camera - Zoom : Yes
- Front Camera Resolution : 5.0 MP
- Front Camera Auto Focus : No
- Video Resolution : FHD (1920 x 1080) @30fps
- RAM : 3 GB
- ROM : 32 GB
- SIM Tray : Dual-SIM
- Network Type :4G
- USB Interface : USB Type-C
- USB Version : USB 2.1
- Earjack : 3.5mm Stereo
- Bluetooth Version : Bluetooth v5.1
- NFC : No
- Battery Capacity : 5000MaH",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/9/5/77b5dc63-6ffd-447d-8ced-52647e3ac49e.jpg.webp?ect=4g,Rp1.099.500,4.9,Samsung Official Store
Samsung Galaxy M14 5G 6/128GB,"""Promo #GakAdaMatinya*
Periode: Oktober 2023

- Free Travel Adapter 25W**
- Free pulsa all operator 50K
- Kuota gaming Smartfren selama 2 tahun sebanyak hingga 129GB senilai hingga Rp 645,000
-Voucher discount Roughneck 50K
- Free Youtube Premium 2 bulan


*Syarat & ketentuan berlaku. Klaim melalui aplikasi Samsung Gift Indonesia.
**Selama persediaan masih ada""

Spesifikasi:

- Processor : Exynos 1330 (Octa-Core | 5nm)
- Size : 6,5""
- Technology : PLS LCD Infinity-V FHD+
- Resolution : 90Hz Refresh Rate
- Rear Camera Resolution : 50.0 MP + 2.0 MP + 2.0 MP
- Main Camera Auto Focus : No
- Rear Camera - OIS : No
- Rear Camera - Zoom : Digital Zoom up to 10x
- Front Camera Resolution : 13.0 MP
- Front Camera Auto Focus : No
- Video Resolution : FHD (1920 x 1080)@30fps
- RAM : 6GB
- ROM : 128GB
- SIM Tray : Dual-SIM
- Network Type : 5G
- USB Interface : Data cable C to C
- USB Version : USB 2.0
- Earjack : 3.5mm Stereo
- Bluetooth Version : Bluetooth v5.2
- NFC : Yes
- Battery Capacity : 6000mAh, 25W Fast Charging",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/8/1/a33b470d-b33d-4fd4-9056-5815b0320348.jpg.webp?ect=4g,Rp2.460.000,,Samsung Official Store
Official Xiaomi 13T co-engineered with Leica (12+256GB),"Official Xiaomi 13T co-engineered with Leica

Xiaomi 13T memiliki kualitas optik lensa telah disesuaikan dan ditingkatkan oleh LEICA, sehingga menghadirkan warna yang lebih kaya, resolusi ultra-tinggi, mengatasi masalah bayangan dan silau secara efektif, serta menghasilkan rendering yang luar biasa, bahkan dalam lingkungan ekstrem.

Prosesor: MediaTek Dimensity 8200-Ultra
CPU:
1x Arm Cortex-A78, hingga 3,1 GHz
3x Arm Cortex-A78, hingga 3,0 GHz
4x Arm Cortex-A55, hingga 2,0 GHz
GPU: Mali-G610

Penyimpanan & RAM: 12 GB + 256 GB
RAM LPDDR5 + Media Penyimpanan UFS 3.1

*Layar mendukung refresh rate maksimum 144Hz. Refresh rate layar mungkin sedikit berbeda pada antarmuka aplikasi dan kualitas gambar game yang berbeda. Harap merujuk pada pengalaman sebenarnya

Touch sampling rate: hingga 480 Hz
*Touch sampling rate mungkin berbeda, tergantung konten yang ditampilkan di layar.

Kecerahan: HBM 1200 nit (standar)* , kecerahan puncak 2600 nit*
*Data yang diuji di Xiaomi Internal Labs. Hasil sebenarnya mungkin berbeda.

Kamera utama Leica 50 MP
Ukuran sensor 1/1,28”
Ukuran piksel 1,22 μm, Super Pixel 4-in-1 2,44 μm
Jarak fokus setara dengan 24 mm
f/1,9, OIS, IMX707, ALD, Lensa 7P, AF

Kamera telefoto Leica 50 MP
Ukuran sensor 1/2,88”
Ukuran piksel 0,61 μm
Jarak fokus setara dengan 50 mm
f/1,9, Lensa 5P, AF, OV50D, Hingga 20x zoom digital

Perekaman Video (Mendukung OIS dan EIS)
Perekaman video 4K (3840x2160) pada 30 fps
Perekaman video HD 1080p (1920x1080) pada 30 fps
Perekaman video HD 720p (1280x720) pada 30 fps

Kamera depan 20 MP, f/2,2
Ukuran piksel 0,8 μm
FOV 78°
Lensa 5P

Perekaman video HDR dengan HDR hingga 1080p pada 30 fps
Perekaman video HD 1080p (1920x1080) pada 30 fps
Perekaman video HD 720p (1280x720) pada 30 fps

Jaringan & Konektivitas:(5G/4G/3G/2G), Dual SIM (nano SIM + nano SIM atau nano SIM + eSIM)

Isi kemasan:
- Ponsel
- Adaptor
- Alat Pembuka Kartu SIM
- Kartu Garansi
- Informasi Keselamatan
- Casing Pelindung",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/11/7/9b7895f0-67a0-472f-a21c-75503e158586.png.webp?ect=4g,Rp6.499.000,4.8,Xiaomi Official Store
Infinix Hot 30i 8/128GB -Up To 16GB- 50 MP Camera- 8/128 Garansi Resmi,"Spesifikasi Infinix Hot 30i 8/128GB :

• Dimension : 164x75.75x8.4mm
• Weight : 191g
• Processor : MediaTek Helio G37
• Operating System : Android 12
• Ram : 8+8GB
• Rom : 128GB
• External Memory : Up to 1TB
• Display : 6.6” HD+ IPS True Bright Display
• Battery : 5000 mAh
• Network : 4G/3G/2G
• Camera : Front 5MP, Rear 50MP AI Camera
• Video : 1080P@30FPS

Kelengkapan Di Dalam Kotak :
• 1 Unit Infinix Hot 30i 8/128GB
• 1 x Adaptor Charger,
• 1 x USB Type C Cable Data
• 1 x SIM Ejector
• 1 x Case
• 1 x Screen Protector
• 1 x Warranty Card
• 1 x User Guide",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/4/14/dcc02788-87d9-4dd1-bfb6-a56950f96626.jpg.webp?ect=4g,Rp1.419.000,4.9,Infinix Official Store
REALME C51 4/128 RAM 4GB ROM 128GB GARANSI RESMI,"Ready Stock
Realme C51 NFC Ram 4GB/64GB+128GB
Garansi Resmi Realme 1 Tahun

Penting :
- Garansi RESMI
- IMEI Pasti terdaftar

Kelengkapan :
- Handphone
- Charger
- Kabel USB
- Buku Panduan
- Kartu Garansi

Spesifikasi :
Tahun Rilis  2023
Jaringan  2G, 3G, 4G
SIM Card  Dual SIM (Slot Khusus)
eSIM  Tidak
BODY Dimensi  167.2 x 76.7 x 7.99 mm
Berat  186 gram

LAYAR UTAMA
Jenis  IPS LCD
Ukuran  6.7 inci
Refresh Rate  90 Hz
Resolusi  720 x 1600 piksel
Rasio  20:9
Kerapatan  262 ppi
Proteksi  -
Fitur Lainnya  - Touch sampling rate 180 Hz
- Tingkat kecerahan: 560 nit (puncak)
- Mini Capsule (notifikasi ala Dynamic Island)
HARDWARE
Chipset  UNISOC Tiger T612
CPU  Octa-core (2x1.8 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU  Mali-G57
MEMORI
RAM  4 GB
Memori Internal  128 GB
Memori Eksternal  Ada (Slot Khusus)
KAMERA UTAMA
Jumlah Kamera  2
Konfigurasi 
50 MP (wide), f/1.8
2 MP (depth), f/2.4
Fitur  AF, LED flash, HDR, panorama, Video: 1080p@30fps
KAMERA DEPAN
Jumlah Kamera  1
Konfigurasi 
5 MP (wide), f/2.2
Fitur  Video: 720p@30fps
KONEKTIVITAS
WLan  Wi-Fi 802.11 a/b/g/n/ac, dual-band
Bluetooth  5.0, A2DP, LE
Infrared  Tidak Ada
NFC  Tidak Ada
GPS  GPS, A-GPS, GLONASS, GALILEO,
USB  Tipe-C 2.0, USB On-The-Go
BATERAI
Jenis  Li-Po
Kapasitas  5000 mAh
Fitur  Pengisian cepat 33W
FITUR
OS (Saat Rilis)  Android 13, Realme UI T
Sensor  Fingerprint (di bodi samping), akselerometer, cahaya, proksimitas, giroskop (virtual), kompas
Jack 3.5mm  Ada
Warna  Mint Green, Carbon Black
Fitur Lainnya  - Dynamic RAM hingga 4 GB

Happy Shopping Guys",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/10/27/de375b7d-ef9c-4c4b-bef7-974e46ead4f3.jpg.webp?ect=4g,Rp1.349.000,4.9,Ini Toko Budi
SONY XPERIA 1 SEKEN ORIGNAL MULUS MANTAP,"(9_@)
SONY XPERIA 1 6-64GB SEKEN ORIGNAL DOCOMO . AU . SOFTBANK.
Fisik: 95-98% Mulus ALL SIM ON # KELENGKAPAN UNIT ONLY
Warna: GREY , SILVER , HITAM , BIRU UNGU
(^_@)
# GOJEK/GRAB setiap hari Batas jam 19:00 lewat kirim besok
# Orderan dikirim pada hari yang sama.
# Buka Senin/Sabtu jam 10:30 tutup jam 19:00.
# Minggu tutup jam 14:00 BISA ORDER 24JAM
# Returan Ongkir Full adalah Tanggungan Pembeli
# Terima Paket Dari Kurir Cek Paket Rusak Atau Tidak,Kalau Rusak Ditolak Aja.
# Unit Tiba Perlu Unboxing Video Awal Sampai Akhir.Hindari Kehilangan Unit Dan Kerusakan Unit.
# Bila Unit Ada goresan halus debu wajar di karena unit bekas bukan baru

(@_9)
Specifikasi :
- 4G LTE
- Single (Nano SIM)
- Dimensions 167 x 72 x 8.2 mm (6.57 x 2.83 x 0.32 in)
- Display 6.5""
- Qualcomm Snapdragon 855
- MicroSD slot
- System Android 10 up to 11
- Kamera Belakang 12MP

(@_@)
# Garansi Sejak Barg Diterima-#
# Unit 1 Minggu Dan Imei Jaringan 1 Bulan NO PERMANEN
# kalau tidak cantumkan warna maka di kirim bebas warna oleh kami.

(@_@)
Garansi Seminggu Terhitung Setelah Paket di terima
# ketentuan garansi yg tidak berlaku seperti :
# Jatuh mengakibatkan HP Lecet / pecah
# Terkena cairan/air
# Segel Rusak / hilang , hangus garansi.
# BUKAN GARANSI ANTI AIR!!
# Feed Back Bintang 1,Koment Negatif Garansi Hangus VOID VOID VOID

(^_@)
# HAPPY HAPPY SHOPING DI GCC
# TERIMA KASIH",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/11/29/7a278a04-cf6a-4227-b17c-7d45f2340680.jpg.webp?ect=4g,Rp1.400.000,4.9,GoldenCityCell
"vivo Y33T [8/128] - Snapdragon 680, 50MP Night Camera, 5000mAh Battery","SPESIFIKASI
Prosesor Snapdragon 680 6nm
RAM 8GB + 4GB Extended
Penyimpanan 128GB (Memori Eksternal hingga 1TB)
Baterai 5000mAh (TYP)
Warna Mirror Black / Midday Dream /Starry Gold
Sistem Operasi Funtouch OS 11.1

Dimensi 164,26×76,08×8,00mm
Berat 182g
Pengisian Daya 18W FastCharge

Layar 6,58 inci FHD+ Colorful Screen 90Hz
Layar Sentuh Kapasitif multi-sentuh

Jaringan
2G GSM B2/3/5/8
3G WCDMA B1/5/8
4G FDD-LTE B1/3/5/8
4G FDD-LTE B40

Slot Kartu 2 nano SIM + 1 micro SD
Mode Standby Dual SIM dan Dual Standby (DSDS)

Kamera Depan 16MP / Belakang 50MP+2MP+2MP
Apertur Depan f/2.0 (16MP), Belakang f/1.8 (50MP) + f/2.4 (2MP) + f/2.4 (2MP)
Lampu Kilat Lampu kilat belakang
Mode
Kamera 50MP, Night (depan and belakang), Eye Autofocus, Ultra Stable
Video, Portrait, Photo, Video, Pano, Live Photo, Slow-Mo, Time-Lapse,
Pro, DOC

Hi-Fi Tidak Didukung
Pemutar Audio WAV, MP3, MP2, MIDI, Vorbis, APE, FLAC
Pemutar Video MP4, 3GP, AVI, MKV, FLV
Perekaman Video MP4
Perekaman Suara Didukung

Wi-Fi 2,4GHz / 5GHz
Bluetooth Bluetooth 5.0
USB Type-C
GPS Didukung
OTG Didukung
NFC Tidak Didukung
FM Didukung

Lokasi GPS, BEIDOU, GLONASS, GALILEO

Akselerometer Didukung
Sensor Cahaya Sekitar Didukung
Sensor Jarak Didukung
Kompas Elektronik Didukung
Sensor Sidik Jari Didukung
Giroskop Didukung

ISI KOTAK
Y33T
Headset Tidak Didukung
Dokumentasi Didukung
Kabel USB Didukung
Pengisi Daya Didukung
SIM Ejector Didukung
Case Pelindung Didukung
Lapisan Pelindung Layar (diaplikasikan) Didukung",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/4/19/52de90dd-8ab4-45ad-9b7b-60cc69f115f3.png.webp?ect=4g,Rp2.315.000,4.9,vivo Indonesia
XIAOMI OFFICIAL POCO M5s MediaTek Helio G95 Dotdisplay AMOLED FHD+ NFC,"XIAOMI OFFICIAL POCO M5s MediaTek Helio G95 Dotdisplay AMOLED FHD+ NFC

Masa Garansi : 15 Bulan

Xiaomi Official Store Garansi Resmi, IMEI Resmi Terdaftar di IMEI KEMENPERIN

POCO M5s dilengkapi dengan Kamera resolusi tinggi 64 MP mampu menghasilkan gambar mengagumkan dan sejernih kristal. 2MP depth kamera, 2MP kamera makro, 118 kamera ultra wide .

POCO M5s menggunakan Dotdisplay AMOLED 6,43. Dengan gambar yang jernih, warna yang memukau, dan kecerahan yang mengagumkan, DotDisplay AMOLED yang terdepan di kelasnya akan memastikan pengalaman visual yang lebih baik. Corning Gorilla Glass Perlindungan lebih tangguh.

POCO M5s dibekali dengan prosesor octa-core MediaTek Helio G95 yang menggunakan dua core Cortex-A76 dengan performa tinggi, serta GPU Mali-G76 MC4 yang canggih. RAM hingga 6GB, ROM hingga 128GB, Penyimpanan yang dapat ditambah hingga 1TB.

POCO M5s dilengkapi dengan baterai berkapasitas tinggi 5000mAh. 37 jam menelepon, 30 hari waktu siaga, 11 jam memutar video, 19 jambermain game. Pengisian daya cepat 33W.

POCO M5s memiliki desain melengkung 3D ramping dan elegan. Tersedia dalam 3 warna Grey, Blue, White. Tahan dari cipratan dan debu dengan kelas IP53

POCO M5s memiliki fitur canggih lainnya seperti NFC, IR Blaster, MIUI 13 berbasis Android 12, Sensor sidik jari di bagian samping, Jack headphone 3,5mm.

Prosesor: MediaTek Helio G95
Kamera: 64MP Quad Kamera
Layar: Dotdisplay AMOLED FHD+ 6,43""
Baterai: 5000mAh
NFC

Isi Kemasan
POCO M5s / Kabel USB Tipe-C / Alat Pembuka Kartu SIM / Casing Pelindung / Panduan Memulai Cepat / Kartu Garansi / Informasi Keselamatan

Hi Mi Fans,
Demi kenyamanan dan keamanan berbelanja.. mohon bantu kami yaa.
1. Menyertakan video unboxing ketika komplain
2. Rekam video dengan jelas sebelum membuka paket
3. Mohon maaf, kami tidak menerima video yang direkam setelah paket dibuka serta video editan atau terputus-putus
4. Jangan lupa kasih review dan rate bintangnya ya",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/11/8/bc5b735b-92ba-48aa-b2c2-a8d0ae8a49d2.png.webp?ect=4g,Rp2.299.000,4.9,Xiaomi Official Store
TELQOMZELLl OMG! 2.5GB 5 HARI,"V Tsel 2,5GB
VCR 2,5GB kuota Regular masa aktif 5 hari
Hanya bisa digunakan di Karawang,Jabotabek,Banten & Jawa Barat",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/21/8a01364e-9e07-4da1-82a7-d2ae03d1496b.jpg.webp?ect=4g,Rp11.560,5,DayCell
IPhone 12 Garansi Resmi Ibox,"Newpack / Slimpack
Isi box : Hanya unit dan kabel Type C to lighting (Adaptor dan Earphone belum include)


100% Garansi resmi
100% Baru dan asli
100% Segel asli greenpeel ( no repack)
RESMI IMEI terdaftar di kemenperin / kominfo
(cek Imei: http://kemenperin•go•id/imei/ )
Berlaku claim di semua service centre ibox
Imei belum aktif / Fresh unit


Operasional 11.00 - 19.00

- setiap pembelian iphone, bila sudah terkoneksi wifi/sudah di aktifkan dibantu ke apple resminya bila ada kendala, karena itu sudah ketentuan dari apple resminya.

Asesoris Lainnya Ditoko ini

Adaptor :
https://www.tokopedia.com/ptpratamasemesta/apple-power-adapter-20w-usb-c-original

https://www.tokopedia.com/ptpratamasemesta/anker-adapter-powerport-iii-nano-20-watt-usb-c-adapter-apple

Tempred Glass :
https://www.tokopedia.com/ptpratamasemesta/lamina-tempered-glass-premium-iphone

https://www.tokopedia.com/ptpratamasemesta/tempered-glass-premium-spy

https://www.tokopedia.com/ptpratamasemesta/tempered-glass-full-screen-iphone-11-11pro-11promax

Case :
https://www.tokopedia.com/ptpratamasemesta/clear-case-with-magsafe

https://www.tokopedia.com/ptpratamasemesta/case-iphone-12-series

Airpods dan Earphone :
https://www.tokopedia.com/ptpratamasemesta/apple-earpods-with-lightning-connector-original

https://www.tokopedia.com/ptpratamasemesta/apple-airpods-pro-garansi-ibox-magsafe-charger

Airtag :
https://www.tokopedia.com/ptpratamasemesta/apple-airtag",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/8/25/97670632-79e0-499f-bdeb-451dfc2bcc48.png.webp?ect=4g,Rp9.650.000,5,igoods gadget
Iphone XR 64gb Bekas Fullset,"Jaringan Bisa All Operator Indonesia
Garansi imei 30 Hari / 1 Bulan


Iphone XR 64gb Second
Kemulusan Fisik 98%
Ready Warna Red/Blue/Grey/Silver/Coral
Baterai Health Rata"" 90% Ke atas

Fullset


",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/6/29/98402065-806f-4c6e-b339-59252c975d64.jpg.webp?ect=4g,Rp3.750.000,4.9,Boboy Store
ITEL S23 8/128 GB Garansi Resmi,"Baru dan Segel ~
Garansi Resmi ~
IMEI Terdaftar ~


Baterai : 5000mAh Kapasitas Besar
Layar : 6,6 HD 90 Hz + Waterdrop Display
RAM : 16 GB (8GB + 8GB)
ROM : 128GB/256GB
2G/3G/4G LTE
Kamera Belakang : 50MP
Kamera Depan : 8MP
10W Type-C
GARANSI RESMI itel


Paket Dalam Box :
1 Unit itel S23, 1 x Adaptor Charger, 1 x Cable Data USB Type - C, 1 x SIM Ejector, 1 x Case, 1 x Warranty Card, 1 x User Guide
",https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/8/22/1844b412-e9ff-41e2-af45-a94e573baa86.jpg.webp?ect=4g,Rp1.269.000,5,duniagadgetku
